648776459628259646406419021824.000000 42587676098998845440.000000 96345036991686279168.000000 35630723608141934592.000000 83735.655590 43601.587540 25850.149400
1130994992640836157271229595648.000000 30428462147449651200.000000 31931166890576834560.000000 87749850547867189248.000000 21691.894890 31118.005810 51328.222220
608387530706385063283213205504.000000 15157921723208183808.000000 55411880517426470912.000000 91790655960250662912.000000 6875.072430 77216.497700 66640.517340
2284674872064179229260475531264.000000 28941752746985709568.000000 87970641671433289728.000000 34515611894923956224.000000 26713.267320 37598.406150 42050.739810
3471953781461256211950920007680.000000 26086644913522978816.000000 22295643644491063296.000000 18794793366226554880.000000 17976.960120 27103.527070 82537.577670
437436023828038994701116768256.000000 73327494613654577152.000000 98081936968779743232.000000 41347873850506412032.000000 20273.100440 96029.322440 51363.046000
282674436572569992176718577664.000000 54179071028119666688.000000 7123017521049020416.000000 85772760219544584192.000000 23168.089400 51203.753500 98812.197560
212643870700677636730828881920.000000 41500502239681110016.000000 77203359734904913920.000000 81347127384865144832.000000 9617.005190 80324.044330 89019.767550
2149052228380285390943292489728.000000 88187615634235719680.000000 35545205508590063616.000000 47132115587614253056.000000 97991.121290 31723.630390 67455.006050
1378175783583620949604118298624.000000 33405507769640710144.000000 91674777946978877440.000000 44764600977859969024.000000 9453.989180 68339.069880 20873.830290
806763821782650791734445867008.000000 61239305578499694592.000000 91915736181790949376.000000 55263519571827638272.000000 27802.966250 93287.238060 56649.563100
1486083462296777806176873086976.000000 2240330330145403136.000000 64101956041675325440.000000 29722071110460141568.000000 39257.832580 23898.012140 40849.306470
2732843318313602750147280764928.000000 36044825045425360896.000000 82027075812401971200.000000 78040985756617342976.000000 77995.555990 74343.472820 45879.628670
17007843171662764582276956160.000000 48893431982671904768.000000 48859312605632110592.000000 71816346061441892352.000000 75655.644540 91329.970420 32664.517430
141673965634591130381549830144.000000 59256146898315730944.000000 82235966882129920000.000000 23616400484797337600.000000 91208.592900 18500.786860 86602.858660
2105926136827370913822173822976.000000 75091376483626106880.000000 88795396319065112576.000000 81339978373283872768.000000 64695.345710 85681.160780 81143.798840
755255357227126757677001080832.000000 64250275231435710464.000000 48024655388371918848.000000 68661540020795416576.000000 39062.213600 27792.701020 84011.379040
2133011339744905961489678991360.000000 52198271337715990528.000000 29524993906074177536.000000 24537305661757386752.000000 78437.996040 92322.527540 1330.450910
2178420736546638807369395470336.000000 39693282111013863424.000000 57571078860222824448.000000 90028343331711500288.000000 16678.734110 41973.627850 3687.481110
2088884563211549345078560423936.000000 9620922056080719872.000000 12495781548283113472.000000 55407108438329892864.000000 89899.045890 17708.362750 81948.298370
2356855673250261245287467057152.000000 13966416116913698816.000000 82039210393611042816.000000 91895205730490777600.000000 22703.680290 55981.193750 54084.908290
1543653395865578115976348565504.000000 28579988588621811712.000000 73360478569651036160.000000 94309957916879454208.000000 22945.007310 42904.310270 73017.226900
1059907422389051055790329167872.000000 7947815359747357696.000000 59038383323756789760.000000 21518409801523765248.000000 26926.954540 17208.525800 57941.475090
1476519596810481469523427852288.000000 44155610119337353216.000000 87994965406817009664.000000 29703194229612818432.000000 54168.679890 21404.875860 11592.581030
807838227974196953492196687872.000000 9400051327443376128.000000 72865822399261007872.000000 23234465849034907648.000000 82654.782300 10304.240050 81894.385710
1134464649308984362771679281152.000000 89604468568031936512.000000 53446288617259384832.000000 28308447287384399872.000000 70171.848620 40155.333740 26459.222200
754550900197211812335080964096.000000 62205023495499374592.000000 43129850605441138688.000000 60098500794700046336.000000 38956.046230 26538.297970 84246.094510
2191609695462037850717518036992.000000 19111464041283964928.000000 7122599338358392832.000000 13895436963891849216.000000 27142.891920 57238.275490 71721.659510
412053600638334415685688492032.000000 27068240549958529024.000000 57158080147561168896.000000 23217846523514466304.000000 62552.315680 80298.781260 58965.499280
2627127156453595377444178624512.000000 17383342006259054592.000000 25820937850776403968.000000 11892695959496652800.000000 89505.342260 40691.426550 38938.373980
677113735373019222956486688768.000000 2393525891744125952.000000 92923213107570753536.000000 73002156944824803328.000000 335.408560 23398.158940 53230.250760
1434415116745199010648703369216.000000 59949722413632700416.000000 25874981721231822848.000000 69428415728756367360.000000 81746.013880 4251.596060 4913.265550
2154586590643930701755913863168.000000 52436754302529675264.000000 28109256816931090432.000000 8770473650607252480.000000 4566.743430 56529.736380 21234.202620
1234123186471601931972566319104.000000 27952336705563934720.000000 84510012670373183488.000000 8970428204644855808.000000 14606.051540 52531.846720 97952.124670
982762051832877696982915743744.000000 11143581021941276672.000000 80425522589960683520.000000 96686761100074139648.000000 32058.739390 81715.758800 88077.790260
1432221618163788391735596417024.000000 42014651345970479104.000000 85389943083315052544.000000 83880484563558678528.000000 91862.816170 57376.286530 99405.282220
1847770038141433745799401963520.000000 30054859410170458112.000000 34628319523343872000.000000 14122127680402665472.000000 31604.188910 37871.856050 29311.851800
2510389259556726109094702743552.000000 28993044710170152960.000000 53914404571090714624.000000 34813657813144174592.000000 63677.996790 3040.638780 19818.548330
2065217172995787006310977896448.000000 20534003632014852096.000000 13479391313088550912.000000 27011786045297324032.000000 5028.022040 72121.474780 81378.624420
1736936085729484178584636489728.000000 73981708547222208512.000000 1019174092374408448.000000 44018480141728694272.000000 80329.797620 48815.012480 37191.538520
675083976529043737195703173120.000000 63688512339073908736.000000 72184813710685503488.000000 22465152467538374656.000000 93960.032030 10714.883090 45186.483740
29321041834548165004635406336.000000 97083356361704669184.000000 93525059534998126592.000000 82357387967557419008.000000 71104.918270 54244.919290 54910.793090
2047711864306692589475250307072.000000 20016873768709865472.000000 71399509314533892096.000000 99491964555784699904.000000 67144.440740 69282.810600 60731.370790
2824276129343644881731872358400.000000 23418121128683515904.000000 58771244069127159808.000000 79412025768307671040.000000 62498.332730 526.514330 13046.367670
1251819558221021880012737871872.000000 129104096531891408.000000 48157451907965386752.000000 44446111202636005376.000000 38629.418550 1106.917170 5090.590990
1383249504285910677400900861952.000000 56061369182288896000.000000 17870180278054846464.000000 11922871174943799296.000000 9668.334790 20351.565140 31110.985500
2525985039789901309381506498560.000000 59408125619111837696.000000 63627169794054258688.000000 43843683733782913024.000000 65915.470540 39791.256820 19826.347580
1096700711854922399669710487552.000000 45165998173258162176.000000 20957871063282573312.000000 27624541577414270976.000000 7217.527480 34802.322940 18672.935610
1989091396703897985320633761792.000000 99962552254421630976.000000 4739392246833696768.000000 56364377146209222656.000000 41983.746510 51984.960440 96130.226870
1585160342620019792249354190848.000000 73761113426551406592.000000 11176331559899570176.000000 82007483148247990272.000000 72690.798200 98603.062300 71669.345160
330698155307503876854821945344.000000 42334951731857121280.000000 65625598056658763776.000000 71613085174593298432.000000 30847.422020 72274.218910 42906.020580
860684435837760272565920595968.000000 90877255587046326272.000000 87402306864510074880.000000 37981422461393379328.000000 84504.134320 69075.740080 79730.999300
1642932035192760439210399236096.000000 34224077151275536384.000000 5990502656871024640.000000 7416356678945206272.000000 52494.495150 18583.699610 92786.651460
654431613036016910779312766976.000000 52108754782597046272.000000 62382666876502925312.000000 36449160502246490112.000000 41850.799790 11092.747140 17427.351980
2463341782545867636269308182528.000000 69173173012099153920.000000 14472197791145363456.000000 90153007175946108928.000000 87516.691020 18505.188050 36309.422530
2600073085330196732729960169472.000000 60752814046478991360.000000 26112753260044029952.000000 33563555567288168448.000000 48889.037740 60058.739930 13025.410640
517043391553889326553246990336.000000 97962410427711995904.000000 73159471284626030592.000000 36082654718805266432.000000 3613.710430 46378.589170 59970.026860
2436299817724231401380840996864.000000 63984399043116138496.000000 47219471804697739264.000000 77360021838285783040.000000 81287.738760 16026.409960 48543.138080
2935353370324715736652704645120.000000 86887748531869646848.000000 87219871600962240512.000000 86111285827602743296.000000 17073.927840 57001.752110 12059.173820
90344001756557130194990661632.000000 90539379581897457664.000000 60447187475855597568.000000 45769851015031283712.000000 20617.108070 86698.624380 67261.457480
2031670977493060304639602196480.000000 85002854337768095744.000000 23268424060015656960.000000 45128015879774486528.000000 98997.630700 61649.882800 43408.946070
834149878860396091494535004160.000000 25650373016918081536.000000 13088516315792969728.000000 16453346328769302528.000000 88634.423270 56557.471430 36701.662450
2234434235605596505324036030464.000000 13523778413147197440.000000 80746467154964840448.000000 23829089950921117696.000000 80460.763520 46776.459850 2263.563180
1126895328520417215066352386048.000000 34835665477921513472.000000 71056202002162171904.000000 66570183540704985088.000000 23184.999630 81256.834380 75404.638940
166435176965193924688094429184.000000 14854024092703258624.000000 52661898330316832768.000000 59280472496884203520.000000 69063.890420 57182.602960 36160.296530
265179345616047049032257765376.000000 86793697440979058688.000000 71342356001395466240.000000 77838951576245354496.000000 63365.583960 23636.702790 19570.722450
